"Country or Area","Age","Reliability","Source Year","Value","Value Footnotes"
"Maldives","47","Final figure, complete","2019","5357.60495735652","8,9"
"Maldives","48","Final figure, complete","2019","5115.13074161223","8,9"
"Maldives","49","Final figure, complete","2019","4707.36509261453","8,9"
"Maldives","50","Final figure, complete","2019","5046.11896099298","8,9"
"Maldives","50 - 54","Final figure, complete","2019","20613.6757623251","8,9"
"Maldives","51","Final figure, complete","2019","4052.10427407602","8,9"
"Maldives","52","Final figure, complete","2019","3934.1648090865","8,9"
"Maldives","53","Final figure, complete","2019","3626.58302765577","8,9"
"Maldives","54","Final figure, complete","2019","3961.82037858827","8,9"
"Maldives","55","Final figure, complete","2019","3315.34176197758","8,9"
"Maldives","55 - 59","Final figure, complete","2019","15752.0987908729","8,9"
"Maldives","56","Final figure, complete","2019","3076.13708070924","8,9"
"Maldives","57","Final figure, complete","2019","3276.30304141942","8,9"
"Maldives","58","Final figure, complete","2019","3209.17229198013","8,9"
"Maldives","59","Final figure, complete","2019","2867.11787368882","8,9"
"Maldives","60","Final figure, complete","2019","2952.42306184847","8,9"
"Maldives","60 - 64","Final figure, complete","2019","11508.8669480317","8,9"
"Maldives","61","Final figure, complete","2019","2413.02259046733","8,9"
"Maldives","62","Final figure, complete","2019","2344.74011548928","8,9"
"Maldives","63","Final figure, complete","2019","2068.41334476341","8,9"
"Maldives","64","Final figure, complete","2019","1721.82568162571","8,9"
"Maldives","65","Final figure, complete","2019","1366.99660466652","8,9"
"Maldives","65 - 69","Final figure, complete","2019","5837.57110962346","8,9"
"Maldives","66","Final figure, complete","2019","1161.88209614574","8,9"
"Maldives","67","Final figure, complete","2019","1153.28882452685","8,9"
"Maldives","68","Final figure, complete","2019","1048.38138470679","8,9"
"Maldives","69","Final figure, complete","2019","1108.05510010161","8,9"
"Maldives","70","Final figure, complete","2019","974.679833769859","8,9"
"Maldives","70 - 74","Final figure, complete","2019","4247.07276017232","8,9"
"Maldives","71","Final figure, complete","2019","859.293642738251","8,9"
"Maldives","72","Final figure, complete","2019","860.379036958226","8,9"
"Maldives","73","Final figure, complete","2019","801.817239275269","8,9"
"Maldives","74","Final figure, complete","2019","751.500711438957","8,9"
"Maldives","75","Final figure, complete","2019","835.53958250862","8,9"
"Maldives","75 - 79","Final figure, complete","2019","3820.13320780268","8,9"
"Maldives","76","Final figure, complete","2019","777.30937376293","8,9"
"Maldives","77","Final figure, complete","2019","792.630962870985","8,9"
"Maldives","78","Final figure, complete","2019","741.892888612956","8,9"
"Maldives","79","Final figure, complete","2019","673","8,9"
"Maldives","80 +","Final figure, complete","2019","4012.78724978842","8,9"
"Mexico","Total","Final figure, complete","2019","126577691","10"
"Mexico","0","Final figure, complete","2019","2152703","10"
"Mexico","0 - 4","Final figure, complete","2019","10891936","10"
"Mexico","1","Final figure, complete","2019","2164944","10"
"Mexico","1 - 4","Final figure, complete","2019","8739233","10"
"Mexico","2","Final figure, complete","2019","2179828","10"
"Mexico","3","Final figure, complete","2019","2192474","10"
"Mexico","4","Final figure, complete","2019","2201987","10"
"Mexico","5","Final figure, complete","2019","2207979","10"
"Mexico","5 - 9","Final figure, complete","2019","11063085","10"
"Mexico","6","Final figure, complete","2019","2210783","10"
"Mexico","7","Final figure, complete","2019","2212617","10"
"Mexico","8","Final figure, complete","2019","2214342","10"
"Mexico","9","Final figure, complete","2019","2217364","10"
"Mexico","10","Final figure, complete","2019","2221593","10"
"Mexico","10 - 14","Final figure, complete","2019","11143813","10"
"Mexico","11","Final figure, complete","2019","2225258","10"
"Mexico","12","Final figure, complete","2019","2228392","10"
"Mexico","13","Final figure, complete","2019","2232708","10"
"Mexico","14","Final figure, complete","2019","2235862","10"
"Mexico","15","Final figure, complete","2019","2232347","10"
"Mexico","15 - 19","Final figure, complete","2019","11060233","10"
"Mexico","16","Final figure, complete","2019","2222681","10"
"Mexico","17","Final figure, complete","2019","2212384","10"
"Mexico","18","Final figure, complete","2019","2201924","10"
"Mexico","19","Final figure, complete","2019","2190897","10"
"Mexico","20","Final figure, complete","2019","2181248","10"
"Mexico","20 - 24","Final figure, complete","2019","10860364","10"
"Mexico","21","Final figure, complete","2019","2174088","10"
"Mexico","22","Final figure, complete","2019","2169924","10"
"Mexico","23","Final figure, complete","2019","2168435","10"
"Mexico","24","Final figure, complete","2019","2166669","10"
"Mexico","25","Final figure, complete","2019","2159189","10"
"Mexico","25 - 29","Final figure, complete","2019","10579511","10"
"Mexico","26","Final figure, complete","2019","2144514","10"
"Mexico","27","Final figure, complete","2019","2123443","10"
"Mexico","28","Final figure, complete","2019","2093918","10"
"Mexico","29","Final figure, complete","2019","2058447","10"
"Mexico","30","Final figure, complete","2019","2023239","10"
"Mexico","30 - 34","Final figure, complete","2019","9753419","10"
"Mexico","31","Final figure, complete","2019","1988078","10"
"Mexico","32","Final figure, complete","2019","1951125","10"
"Mexico","33","Final figure, complete","2019","1913968","10"
"Mexico","34","Final figure, complete","2019","1877009","10"
"Mexico","35","Final figure, complete","2019","1839922","10"
"Mexico","35 - 39","Final figure, complete","2019","8862603","10"
"Mexico","36","Final figure, complete","2019","1803678","10"
"Mexico","37","Final figure, complete","2019","1769492","10"
"Mexico","38","Final figure, complete","2019","1738264","10"
"Mexico","39","Final figure, complete","2019","1711247","10"
"Mexico","40","Final figure, complete","2019","1688953","10"
"Mexico","40 - 44","Final figure, complete","2019","8295137","10"
"Mexico","41","Final figure, complete","2019","1671014","10"
"Mexico","42","Final figure, complete","2019","1657005","10"
"Mexico","43","Final figure, complete","2019","1646089","10"
"Mexico","44","Final figure, complete","2019","1632076","10"
"Mexico","45","Final figure, complete","2019","1611162","10"
"Mexico","45 - 49","Final figure, complete","2019","7734457","10"
"Mexico","46","Final figure, complete","2019","1584536","10"
"Mexico","47","Final figure, complete","2019","1551799","10"
"Mexico","48","Final figure, complete","2019","1513955","10"
"Mexico","49","Final figure, complete","2019","1473005","10"
"Mexico","50","Final figure, complete","2019","1430286","10"
"Mexico","50 - 54","Final figure, complete","2019","6721901","10"
"Mexico","51","Final figure, complete","2019","1386651","10"
"Mexico","52","Final figure, complete","2019","1343398","10"
"Mexico","53","Final figure, complete","2019","1301328","10"
"Mexico","54","Final figure, complete","2019","1260238","10"
"Mexico","55","Final figure, complete","2019","1219388","10"
"Mexico","55 - 59","Final figure, complete","2019","5675731","10"
"Mexico","56","Final figure, complete","2019","1178318","10"
"Mexico","57","Final figure, complete","2019","1136491","10"
"Mexico","58","Final figure, complete","2019","1093250","10"
"Mexico","59","Final figure, complete","2019","1048284","10"
"Mexico","60","Final figure, complete","2019","1001556","10"
"Mexico","60 - 64","Final figure, complete","2019","4523043","10"
"Mexico","61","Final figure, complete","2019","953427","10"
"Mexico","62","Final figure, complete","2019","904553","10"
"Mexico","63","Final figure, complete","2019","855758","10"
"Mexico","64","Final figure, complete","2019","807749","10"
"Mexico","65","Final figure, complete","2019","760430","10"
"Mexico","65 - 69","Final figure, complete","2019","3355193","10"
"Mexico","66","Final figure, complete","2019","714234","10"
"Mexico","67","Final figure, complete","2019","669151","10"
"Mexico","68","Final figure, complete","2019","624872","10"
"Mexico","69","Final figure, complete","2019","586506","10"
"Mexico","70","Final figure, complete","2019","551610","10"
"Mexico","70 - 74","Final figure, complete","2019","2416176","10"
"Mexico","71","Final figure, complete","2019","515847","10"
"Mexico","72","Final figure, complete","2019","481704","10"
"Mexico","73","Final figure, complete","2019","449078","10"
"Mexico","74","Final figure, complete","2019","417937","10"
"Mexico","75","Final figure, complete","2019","387937","10"
"Mexico","75 - 79","Final figure, complete","2019","1666269","10"
"Mexico","76","Final figure, complete","2019","359115","10"
"Mexico","77","Final figure, complete","2019","332297","10"
"Mexico","78","Final figure, complete","2019","306384","10"
"Mexico","79","Final figure, complete","2019","280536","10"
"Mexico","80","Final figure, complete","2019","255546","10"
"Mexico","80 - 84","Final figure, complete","2019","1053840","10"
"Mexico","81","Final figure, complete","2019","231858","10"
"Mexico","82","Final figure, complete","2019","209516","10"
"Mexico","83","Final figure, complete","2019","188397","10"
"Mexico","84","Final figure, complete","2019","168523","10"
"Mexico","85","Final figure, complete","2019","149842","10"
"Mexico","85 - 89","Final figure, complete","2019","583444","10"
"Mexico","86","Final figure, complete","2019","132240","10"
"Mexico","87","Final figure, complete","2019","115699","10"
"Mexico","88","Final figure, complete","2019","100150","10"
"Mexico","89","Final figure, complete","2019","85513","10"
"Mexico","90","Final figure, complete","2019","71863","10"
"Mexico","90 - 94","Final figure, complete","2019","251054","10"
"Mexico","91","Final figure, complete","2019","59706","10"
"Mexico","92","Final figure, complete","2019","48856","10"
"Mexico","93","Final figure, complete","2019","39346","10"
"Mexico","94","Final figure, complete","2019","31283","10"
"Mexico","95","Final figure, complete","2019","24378","10"
"Mexico","95 - 99","Final figure, complete","2019","73787","10"
"Mexico","96","Final figure, complete","2019","18579","10"
"Mexico","97","Final figure, complete","2019","13811","10"
"Mexico","98","Final figure, complete","2019","9994","10"
"Mexico","99","Final figure, complete","2019","7025","10"
"Mexico","100 +","Final figure, complete","2019","12695","10"
"Panama","Total","Provisional figure","2019","4218808","3"
"Panama","0","Provisional figure","2019","74183","3"
"Panama","0 - 4","Provisional figure","2019","369996","3"
"Panama","1","Provisional figure","2019","73977","3"
"Panama","1 - 4","Provisional figure","2019","295813","3"
"Panama","2","Provisional figure","2019","73936","3"
"Panama","3","Provisional figure","2019","73968","3"
"Panama","4","Provisional figure","2019","73932","3"
"Panama","5","Provisional figure","2019","73955","3"
"Panama","5 - 9","Provisional figure","2019","367710","3"
"Panama","6","Provisional figure","2019","74130","3"
"Panama","7","Provisional figure","2019","73809","3"
"Panama","8","Provisional figure","2019","73121","3"
"Panama","9","Provisional figure","2019","72695","3"
"Panama","10","Provisional figure","2019","72714","3"
"Panama","10 - 14","Provisional figure","2019","363266","3"
"Panama","11","Provisional figure","2019","72715","3"
"Panama","12","Provisional figure","2019","72693","3"
"Panama","13","Provisional figure","2019","72612","3"
"Panama","14","Provisional figure","2019","72532","3"
"Panama","15","Provisional figure","2019","72389","3"
"Panama","15 - 19","Provisional figure","2019","359157","3"
"Panama","16","Provisional figure","2019","72189","3"
"Panama","17","Provisional figure","2019","71940","3"
"Panama","18","Provisional figure","2019","71614","3"
"Panama","19","Provisional figure","2019","71025","3"
"Panama","20","Provisional figure","2019","70238","3"
"Panama","20 - 24","Provisional figure","2019","342939","3"
"Panama","21","Provisional figure","2019","69725","3"
"Panama","22","Provisional figure","2019","68825","3"
"Panama","23","Provisional figure","2019","67734","3"
"Panama","24","Provisional figure","2019","66417","3"
"Panama","25","Provisional figure","2019","65749","3"
"Panama","25 - 29","Provisional figure","2019","321839","3"
"Panama","26","Provisional figure","2019","64983","3"
"Panama","27","Provisional figure","2019","64300","3"
"Panama","28","Provisional figure","2019","63499","3"
"Panama","29","Provisional figure","2019","63308","3"
"Panama","30","Provisional figure","2019","63028","3"
"Panama","30 - 34","Provisional figure","2019","310632","3"
"Panama","31","Provisional figure","2019","62641","3"
"Panama","32","Provisional figure","2019","62175","3"
"Panama","33","Provisional figure","2019","61626","3"
"Panama","34","Provisional figure","2019","61162","3"
"Panama","35","Provisional figure","2019","60615","3"
"Panama","35 - 39","Provisional figure","2019","297232","3"
"Panama","36","Provisional figure","2019","59957","3"
"Panama","37","Provisional figure","2019","59517","3"
"Panama","38","Provisional figure","2019","58965","3"
"Panama","39","Provisional figure","2019","58178","3"
"Panama","40","Provisional figure","2019","57886","3"
"Panama","40 - 44","Provisional figure","2019","284199","3"
"Panama","41","Provisional figure","2019","57472","3"
"Panama","42","Provisional figure","2019","56934","3"
"Panama","43","Provisional figure","2019","56300","3"
"Panama","44","Provisional figure","2019","55607","3"
"Panama","45","Provisional figure","2019","54831","3"
"Panama","45 - 49","Provisional figure","2019","265049","3"
"Panama","46","Provisional figure","2019","53991","3"
"Panama","47","Provisional figure","2019","53102","3"
"Panama","48","Provisional figure","2019","52159","3"
"Panama","49","Provisional figure","2019","50966","3"
"Panama","50","Provisional figure","2019","49091","3"
"Panama","50 - 54","Provisional figure","2019","230756","3"
"Panama","51","Provisional figure","2019","47615","3"
"Panama","52","Provisional figure","2019","46132","3"
"Panama","53","Provisional figure","2019","44677","3"
"Panama","54","Provisional figure","2019","43241","3"
"Panama","55","Provisional figure","2019","41832","3"
"Panama","55 - 59","Provisional figure","2019","195779","3"
"Panama","56","Provisional figure","2019","40451","3"
"Panama","57","Provisional figure","2019","39503","3"
"Panama","58","Provisional figure","2019","37913","3"
"Panama","59","Provisional figure","2019","36080","3"
"Panama","60","Provisional figure","2019","34300","3"
"Panama","60 - 64","Provisional figure","2019","155052","3"
"Panama","61","Provisional figure","2019","32598","3"
"Panama","62","Provisional figure","2019","30944","3"
"Panama","63","Provisional figure","2019","29360","3"
"Panama","64","Provisional figure","2019","27850","3"
"Panama","65","Provisional figure","2019","26409","3"
"Panama","65 - 69","Provisional figure","2019","118700","3"
"Panama","66","Provisional figure","2019","25031","3"
"Panama","67","Provisional figure","2019","23692","3"
"Panama","68","Provisional figure","2019","22442","3"
"Panama","69","Provisional figure","2019","21126","3"
"Panama","70","Provisional figure","2019","19899","3"
"Panama","70 - 74","Provisional figure","2019","88880","3"
"Panama","71","Provisional figure","2019","18816","3"
"Panama","72","Provisional figure","2019","17755","3"
"Panama","73","Provisional figure","2019","16715","3"
"Panama","74","Provisional figure","2019","15695","3"
"Panama","75","Provisional figure","2019","14704","3"
"Panama","75 - 79","Provisional figure","2019","64065","3"
"Panama","76","Provisional figure","2019","13734","3"
"Panama","77","Provisional figure","2019","12788","3"
"Panama","78","Provisional figure","2019","11868","3"
"Panama","79","Provisional figure","2019","10971","3"
"Panama","80","Provisional figure","2019","10101","3"
"Panama","80 - 84","Provisional figure","2019","42357","3"
"Panama","81","Provisional figure","2019","9257","3"
"Panama","82","Provisional figure","2019","8440","3"
"Panama","83","Provisional figure","2019","7656","3"
"Panama","84","Provisional figure","2019","6903","3"
"Panama","85","Provisional figure","2019","6184","3"
"Panama","85 - 89","Provisional figure","2019","24542","3"
"Panama","85 +","Provisional figure","2019","41200","3"
"Panama","86","Provisional figure","2019","5506","3"
"Panama","87","Provisional figure","2019","4868","3"
"Panama","88","Provisional figure","2019","4271","3"
"Panama","89","Provisional figure","2019","3713","3"
"Panama","90","Provisional figure","2019","3197","3"
"Panama","90 - 94","Provisional figure","2019","11699","3"
"Panama","91","Provisional figure","2019","2725","3"
"Panama","92","Provisional figure","2019","2296","3"
"Panama","93","Provisional figure","2019","1912","3"
"Panama","94","Provisional figure","2019","1569","3"
"Panama","95","Provisional figure","2019","1270","3"
"Panama","95 - 99","Provisional figure","2019","4143","3"
"Panama","96","Provisional figure","2019","1012","3"
"Panama","97","Provisional figure","2019","793","3"
"Panama","98","Provisional figure","2019","609","3"
"Panama","99","Provisional figure","2019","459","3"
"Panama","100 +","Provisional figure","2019","816","3"
"Saint Vincent and the Grenadines","Total","Final figure, complete","2019","110607.636363636",""
"Saint Vincent and the Grenadines","0","Final figure, complete","2019","1585.12397736045",""
"Saint Vincent and the Grenadines","0 - 4","Final figure, complete","2019","8755.97339691",""
"Saint Vincent and the Grenadines","1 - 4","Final figure, complete","2019","7170.84941954955",""
"Saint Vincent and the Grenadines","5 - 9","Final figure, complete","2019","8630.32335778118",""
"Saint Vincent and the Grenadines","10 - 14","Final figure, complete","2019","9888.19172049291",""
"Saint Vincent and the Grenadines","15 - 19","Final figure, complete","2019","10041.0448824398",""
"Saint Vincent and the Grenadines","20 - 24","Final figure, complete","2019","8718.48392908989",""
"Saint Vincent and the Grenadines","25 - 29","Final figure, complete","2019","8425.07815306018",""
"Saint Vincent and the Grenadines","30 - 34","Final figure, complete","2019","7963.31253291474",""
"Saint Vincent and the Grenadines","35 - 39","Final figure, complete","2019","7651.1396637883",""
"Saint Vincent and the Grenadines","40 - 44","Final figure, complete","2019","7250.25898691114",""
"Saint Vincent and the Grenadines","45 - 49","Final figure, complete","2019","7564.13043613642",""
"Saint Vincent and the Grenadines","50 - 54","Final figure, complete","2019","6634.90672160879",""
"Saint Vincent and the Grenadines","55 - 59","Final figure, complete","2019","5097.80710227366",""
"Saint Vincent and the Grenadines","60 - 64","Final figure, complete","2019","3871.12012206841",""
"Saint Vincent and the Grenadines","65 - 69","Final figure, complete","2019","2878.13440220526",""
"Saint Vincent and the Grenadines","70 - 74","Final figure, complete","2019","2568.83316748374",""
"Saint Vincent and the Grenadines","75 - 79","Final figure, complete","2019","2002.98373048879",""
"Saint Vincent and the Grenadines","80 - 84","Final figure, complete","2019","1460.55690725358",""
"Saint Vincent and the Grenadines","85 +","Final figure, complete","2019","1205.35715072963",""
"Uruguay","Total","Final figure, complete","2019","3518552.48924984","11"
"Uruguay","0","Final figure, complete","2019","45235.0674940543","11"
"Uruguay","0 - 4","Final figure, complete","2019","227572.284597773","11"
"Uruguay","1","Final figure, complete","2019","45359.9670243238","11"
"Uruguay","1 - 4","Final figure, complete","2019","182337.217103719","11"
"Uruguay","2","Final figure, complete","2019","45508.1792197474","11"
"Uruguay","3","Final figure, complete","2019","45660.4724733772","11"
"Uruguay","4","Final figure, complete","2019","45808.5983862704","11"
"Uruguay","5","Final figure, complete","2019","45952.9758073634","11"
"Uruguay","5 - 9","Final figure, complete","2019","231825.577422355","11"
"Uruguay","6","Final figure, complete","2019","46097.8498412254","11"
"Uruguay","7","Final figure, complete","2019","46221.8167632033","11"
"Uruguay","8","Final figure, complete","2019","46669.5877434805","11"
"Uruguay","9","Final figure, complete","2019","46883.3472670824","11"
"Uruguay","10","Final figure, complete","2019","47121.7999291131","11"
"Uruguay","10 - 14","Final figure, complete","2019","239596.903648607","11"
"Uruguay","11","Final figure, complete","2019","47335.2772703077","11"
"Uruguay","12","Final figure, complete","2019","47640.0110425651","11"
"Uruguay","13","Final figure, complete","2019","48263.1105086659","11"
"Uruguay","14","Final figure, complete","2019","49236.7048979558","11"
"Uruguay","15","Final figure, complete","2019","50232.9437240785","11"
"Uruguay","15 - 19","Final figure, complete","2019","256938.720666993","11"
"Uruguay","16","Final figure, complete","2019","50941.191603253","11"
"Uruguay","17","Final figure, complete","2019","51440.8727726619","11"
"Uruguay","18","Final figure, complete","2019","51914.6364869679","11"
"Uruguay","19","Final figure, complete","2019","52409.0760800322","11"
"Uruguay","20","Final figure, complete","2019","53051.5569830644","11"
"Uruguay","20 - 24","Final figure, complete","2019","271388.649261865","11"
"Uruguay","21","Final figure, complete","2019","53958.0123780576","11"
"Uruguay","22","Final figure, complete","2019","54830.3117805385","11"
"Uruguay","23","Final figure, complete","2019","55089.475967385","11"
"Uruguay","24","Final figure, complete","2019","54459.2921528192","11"
"Uruguay","25","Final figure, complete","2019","53197.5834817003","11"
"Uruguay","25 - 29","Final figure, complete","2019","257616.624350652","11"
"Uruguay","26","Final figure, complete","2019","51900.9215438018","11"
"Uruguay","27","Final figure, complete","2019","51087.0974478912","11"
"Uruguay","28","Final figure, complete","2019","50792.3162952022","11"
"Uruguay","29","Final figure, complete","2019","50638.705582056","11"
"Uruguay","30","Final figure, complete","2019","50306.8440258072","11"
"Uruguay","30 - 34","Final figure, complete","2019","245771.710338887","11"
"Uruguay","31","Final figure, complete","2019","49783.0510044266","11"
"Uruguay","32","Final figure, complete","2019","49187.641718532","11"
"Uruguay","33","Final figure, complete","2019","48564.2174803509","11"
"Uruguay","34","Final figure, complete","2019","47929.9561097702","11"
"Uruguay","35","Final figure, complete","2019","47403.5081340085","11"
"Uruguay","35 - 39","Final figure, complete","2019","237062.568341329","11"
"Uruguay","36","Final figure, complete","2019","47141.2426525837","11"
"Uruguay","37","Final figure, complete","2019","47160.6291293469","11"
"Uruguay","38","Final figure, complete","2019","47423.4158311721","11"
"Uruguay","39","Final figure, complete","2019","47933.7725942174","11"
"Uruguay","40","Final figure, complete","2019","48573.9490280874","11"
"Uruguay","40 - 44","Final figure, complete","2019","241209.175227647","11"
"Uruguay","41","Final figure, complete","2019","49021.2536656909","11"
"Uruguay","42","Final figure, complete","2019","48903.9277467355","11"
"Uruguay","43","Final figure, complete","2019","48052.9937026349","11"
"Uruguay","44","Final figure, complete","2019","46657.0510844985","11"
"Uruguay","45","Final figure, complete","2019","45232.4201997464","11"
"Uruguay","45 - 49","Final figure, complete","2019","219035.23630368","11"
"Uruguay","46","Final figure, complete","2019","44259.0346359807","11"
"Uruguay","47","Final figure, complete","2019","43746.0840215768","11"
"Uruguay","48","Final figure, complete","2019","43294.899791781","11"
"Uruguay","49","Final figure, complete","2019","42502.7976545954","11"
"Uruguay","50","Final figure, complete","2019","41338.2067526509","11"
"Uruguay","50 - 54","Final figure, complete","2019","201497.944403392","11"
"Uruguay","51","Final figure, complete","2019","40224.8488649385","11"
"Uruguay","52","Final figure, complete","2019","39690.8051890995","11"
"Uruguay","53","Final figure, complete","2019","39859.0427956632","11"
"Uruguay","54","Final figure, complete","2019","40385.0408010395","11"
"Uruguay","55","Final figure, complete","2019","40818.1294030198","11"
"Uruguay","55 - 59","Final figure, complete","2019","200537.40459619","11"
"Uruguay","56","Final figure, complete","2019","40875.676541457","11"
"Uruguay","57","Final figure, complete","2019","40469.6030149822","11"
"Uruguay","58","Final figure, complete","2019","39666.9580341342","11"
"Uruguay","59","Final figure, complete","2019","38707.0376025965","11"
"Uruguay","60","Final figure, complete","2019","37868.3345280334","11"
"Uruguay","60 - 64","Final figure, complete","2019","181229.125854114","11"
"Uruguay","61","Final figure, complete","2019","37205.4087962514","11"
"Uruguay","62","Final figure, complete","2019","36521.9689203428","11"
"Uruguay","63","Final figure, complete","2019","35531.1636121856","11"
"Uruguay","64","Final figure, complete","2019","34102.2499973005","11"
"Uruguay","65","Final figure, complete","2019","32452.0343798808","11"
"Uruguay","65 - 69","Final figure, complete","2019","149253.70045288","11"
"Uruguay","66","Final figure, complete","2019","30936.6880258423","11"
"Uruguay","67","Final figure, complete","2019","29691.9203255102","11"
"Uruguay","68","Final figure, complete","2019","28615.0607424287","11"
"Uruguay","69","Final figure, complete","2019","27557.9969792184","11"
"Uruguay","70","Final figure, complete","2019","26532.8707459824","11"
"Uruguay","70 - 74","Final figure, complete","2019","123034.032196884","11"
"Uruguay","71","Final figure, complete","2019","25597.8841753004","11"
"Uruguay","72","Final figure, complete","2019","24692.7491525044","11"
"Uruguay","73","Final figure, complete","2019","23689.8100224168","11"
"Uruguay","74","Final figure, complete","2019","22520.7181006802","11"
"Uruguay","75","Final figure, complete","2019","21294.9356543924","11"
"Uruguay","75 - 79","Final figure, complete","2019","95904.8458697963","11"
"Uruguay","76","Final figure, complete","2019","20183.9399215446","11"
"Uruguay","77","Final figure, complete","2019","19191.2474571252","11"
"Uruguay","78","Final figure, complete","2019","18168.0227551627","11"
"Uruguay","79","Final figure, complete","2019","17066.7000815714","11"
"Uruguay","80","Final figure, complete","2019","15918.0120535709","11"
"Uruguay","80 - 84","Final figure, complete","2019","69196.5680607174","11"
"Uruguay","81","Final figure, complete","2019","14824.1120695293","11"
"Uruguay","82","Final figure, complete","2019","13825.3019976274","11"
"Uruguay","83","Final figure, complete","2019","12820.6992367804","11"
"Uruguay","84","Final figure, complete","2019","11808.4427032095","11"
"Uruguay","85","Final figure, complete","2019","10857.8196239982","11"
"Uruguay","85 - 89","Final figure, complete","2019","44594.3023456057","11"
"Uruguay","86","Final figure, complete","2019","9937.72231965794","11"
"Uruguay","87","Final figure, complete","2019","8998.12365658331","11"
"Uruguay","88","Final figure, complete","2019","7962.44214922935","11"
"Uruguay","89","Final figure, complete","2019","6838.19459613703","11"
"Uruguay","90 +","Final figure, complete","2019","25287.1153104741","11"
"Venezuela (Bolivarian Republic of)","Total","Final figure, complete","2019","32064741",""
"Venezuela (Bolivarian Republic of)","0","Final figure, complete","2019","552619",""
"Venezuela (Bolivarian Republic of)","0 - 4","Final figure, complete","2019","2710310",""
"Venezuela (Bolivarian Republic of)","1","Final figure, complete","2019","535840",""
"Venezuela (Bolivarian Republic of)","1 - 4","Final figure, complete","2019","2157691",""
"Venezuela (Bolivarian Republic of)","2","Final figure, complete","2019","538277",""
"Venezuela (Bolivarian Republic of)","3","Final figure, complete","2019","540604",""
"Venezuela (Bolivarian Republic of)","4","Final figure, complete","2019","542970",""
"Venezuela (Bolivarian Republic of)","5","Final figure, complete","2019","545265",""
"Venezuela (Bolivarian Republic of)","5 - 9","Final figure, complete","2019","2748508",""
"Venezuela (Bolivarian Republic of)","6","Final figure, complete","2019","547553",""
"Venezuela (Bolivarian Republic of)","7","Final figure, complete","2019","549750",""
"Venezuela (Bolivarian Republic of)","8","Final figure, complete","2019","551882",""
"Venezuela (Bolivarian Republic of)","9","Final figure, complete","2019","554058",""
"Venezuela (Bolivarian Republic of)","10","Final figure, complete","2019","556047",""
"Venezuela (Bolivarian Republic of)","10 - 14","Final figure, complete","2019","2791506",""
"Venezuela (Bolivarian Republic of)","11","Final figure, complete","2019","557675",""
"Venezuela (Bolivarian Republic of)","12","Final figure, complete","2019","558936",""
"Venezuela (Bolivarian Republic of)","13","Final figure, complete","2019","559693",""
"Venezuela (Bolivarian Republic of)","14","Final figure, complete","2019","559155",""
"Venezuela (Bolivarian Republic of)","15","Final figure, complete","2019","558062",""
"Venezuela (Bolivarian Republic of)","15 - 19","Final figure, complete","2019","2770223",""
"Venezuela (Bolivarian Republic of)","16","Final figure, complete","2019","556512",""
"Venezuela (Bolivarian Republic of)","17","Final figure, complete","2019","554575",""
"Venezuela (Bolivarian Republic of)","18","Final figure, complete","2019","552312",""
"Venezuela (Bolivarian Republic of)","19","Final figure, complete","2019","548762",""
"Venezuela (Bolivarian Republic of)","20","Final figure, complete","2019","544273",""
"Venezuela (Bolivarian Republic of)","20 - 24","Final figure, complete","2019","2678628",""
"Venezuela (Bolivarian Republic of)","21","Final figure, complete","2019","539806",""
"Venezuela (Bolivarian Republic of)","22","Final figure, complete","2019","535280",""
"Venezuela (Bolivarian Republic of)","23","Final figure, complete","2019","530517",""
"Venezuela (Bolivarian Republic of)","24","Final figure, complete","2019","528752",""
"Venezuela (Bolivarian Republic of)","25","Final figure, complete","2019","526456",""
"Venezuela (Bolivarian Republic of)","25 - 29","Final figure, complete","2019","2604562",""
"Venezuela (Bolivarian Republic of)","26","Final figure, complete","2019","523778",""
"Venezuela (Bolivarian Republic of)","27","Final figure, complete","2019","520389",""
"Venezuela (Bolivarian Republic of)","28","Final figure, complete","2019","515976",""
"Venezuela (Bolivarian Republic of)","29","Final figure, complete","2019","517963",""
"Venezuela (Bolivarian Republic of)","30","Final figure, complete","2019","518597",""
"Venezuela (Bolivarian Republic of)","30 - 34","Final figure, complete","2019","2569261",""
"Venezuela (Bolivarian Republic of)","31","Final figure, complete","2019","517988",""
"Venezuela (Bolivarian Republic of)","32","Final figure, complete","2019","516379",""
"Venezuela (Bolivarian Republic of)","33","Final figure, complete","2019","512703",""
"Venezuela (Bolivarian Republic of)","34","Final figure, complete","2019","503594",""
"Venezuela (Bolivarian Republic of)","35","Final figure, complete","2019","493455",""
"Venezuela (Bolivarian Republic of)","35 - 39","Final figure, complete","2019","2357364",""
"Venezuela (Bolivarian Republic of)","36","Final figure, complete","2019","483000",""
"Venezuela (Bolivarian Republic of)","37","Final figure, complete","2019","471602",""
"Venezuela (Bolivarian Republic of)","38","Final figure, complete","2019","459789",""
"Venezuela (Bolivarian Republic of)","39","Final figure, complete","2019","449518",""
"Venezuela (Bolivarian Republic of)","40","Final figure, complete","2019","438955",""
"Venezuela (Bolivarian Republic of)","40 - 44","Final figure, complete","2019","2093543",""
"Venezuela (Bolivarian Republic of)","41","Final figure, complete","2019","428607",""
"Venezuela (Bolivarian Republic of)","42","Final figure, complete","2019","418035",""
"Venezuela (Bolivarian Republic of)","43","Final figure, complete","2019","407179",""
